징지역,지점ID,매점명,주소
경기,618,과천힐스테이트중앙점,"경기도 과천시 관문로 92, B동 B103호(중앙동, 힐스테이트 과천중앙)"
경기,984,성남크란츠테크노점,"중원구 둔촌대로 388, 크란츠테크노 1층 115-3호"
경기,233,광명에이스점,"경기도 광명시 하안로 108, A동 1층 103호(소하동, 에이스 광명타워)"
경기,969,과천중앙공원점,"별양상가1로 35, 상아빌딩 1층 107호"
경기,54,상동역점,"경기도 부천시 상동로 90, 147호(상동, 메가플러스빌딩)"
경기,1003,소사역점,"소사구 경인옛로 37, 힐스테이트소사역 1층 129호"
경기,926,성남금강펜테리움IT타워점,"중원구 갈마치로 215, 금강펜테리움IT타워 지하1층 제120-1호, 제120-2호"
경기,810,상동역4번출구점,"원미구 길주로 86, 해피플러스 1층 106호"
경기,393,김포이젠메카존점,"경기도 김포시 양촌읍 황금로 117, 다동 1층 119호"
경기,867,광명테크노파크점,"하안로 60, 광명SK테크노파크 C동 1층 105호"
경기,556,옥길광양프런티어점,"경기도 부천시 양지로 237, 1층 105호(옥길동, 광양프런티어밸리5차)"
경기,893,상대원중일3차점,"중원구 둔촌대로 519, 중일아인스프라츠3차 1층 105호"
경기,833,성남시콕스타워점,"중원구 둔촌대로 484, 시콕스타워 B108호 일부"
경기,740,과천위버필드점,"경기 과천시 별양상가2로 35, 과천위버필드상가 3동 1층 115호"
경기,527,부천역점,"경기도 부천시 부일로 464, 1층 103호 (심곡동, 태강캐슬)"
경기,549,성남시청점,"경기도 성남시 중원구 성남대로997번길 11, 1층 103~104호(여수동)"
경기,49,송내투나점,"경기도 부천시 부일로221번길 26, 1층 101호(상동, 삼원타운)"
경기,519,판교제2테크노밸리점,"경기도 성남시 수정구 창업로 54, 지하 1층 B105호(시흥동)"
경기,770,과천상상자이점,"경기 과천시 과천대로7길 65, 과천상상자이타워 1층 B116호"
경기,945,과천펜타원점,"과천대로12길 117, 1동 1층 101호"
경기,1023,학운리산단점,"양촌읍 황금로 265, 1층 일부"
경기,891,과천크리에이션타워점,"과천대로7길 46, 과천크리에이션 1층 110호"
경기,1029,과천센텀스퀘어점,"과천대로7길 20, 과천센텀스퀘어A동 1층 101호"
경기,472,야탑역점,"경기도 성남시 분당구 성남대로926번길 6, 1층 104호(야탑동, 야탑대덕프라자)"
경기,682,과천디테크A타워점,"경기 과천시 과천대로7길 33, A동 102호(갈현동, 디 테크 타워 과천)"
경기,59,송내남부역점,"경기도 부천시 송내대로 29, 105호(송내동)"
경기,173,야탑점,"경기도 성남시 분당구 야탑로75번길 15, 1층 101-1호(야탑동, 세화2001빌딩)"
경기,496,판교우림w시티점,"경기도 성남시 분당구 판교로255번길 9-22, 1층 123호(상평동, 우림더블유시티)"
경기,569,광명역코스트코앞점,"경기도 광명시 일직로 43, 지1층 L062호(일직동, GIDC)"
경기,351,광명GIDC A동점,"경기도 광명시 일직로 43, 1층 1084호(일직동, GIDC)"
경기,1018,시흥은계지산점,"은계중앙로306번길 50, 마이크로빌딩 1층 101호"
경기,156,광명역자이타워점,"경기도 광명시 새빛공원로 67, B동 101호(일직동, 광명역자이타워)"
경기,935,시흥대야점,"호현로 147, 1층 108호"
경기,910,광명U타워점,"신기로 22, 테이크호텔 1층 175-1호"
경기,885,안양메가밸리점,"동안구 학의로 268, 안양메가밸리 1층 S104호"
경기,246,판교중앙점,"경기도 성남시 분당구 대왕판교로606번길 31, 1층 109호(삼평동)"
경기,941,안양금강펜테리움IT타워점,"동안구 관양동 810, 금강펜테리움 IT 타워 1층 117호"
경기,732,시흥은계호수공원점,"경기 시흥시 은계중앙로 236, 1층 110호"
경기,291,에이스청계타워점,"경기도 의왕시 성고개로 53, 1층 142호(포일동, 에이스청계타워)"
경기,517,판교역점,"경기도 성남시 분당구 분당내곡로 117, 1층 108호(백현동, 알파돔타워4)"
경기,239,인덕원디지털엠파이어점,"경기도 안양시 동안구 시민대로 387, A동 1층 110호(관양동, 디지털엠파이어)"
경기,167,평촌스마트점,"경기도 안양시 동안구 시민대로 311, 1층 102호(관양동, 금강스마트빌딩)"
경기,297,평촌하이필드점,"경기도 안양시 동안구 벌말로 66, 1층 R108호(관양동, 평촌역 하이필드)"
경기,655,동안양세무서점,"경기도 안양시 동안구 시민대로 277, 1층 101호(관양동, 세방글로벌시티)"
경기,225,평촌디지털엠파이어점,"경기도 안양시 동안구 흥안대로427번길 16, 지상1층 124호(관양동, 평촌디지털엠파이어)"
경기,560,안양관평사거리점,"경기도 안양시 동안구 시민대로 266, 1층 108호(관양동, 평촌샤르망오피스텔)"
경기,818,평촌아크로타워점,"동안구 시민대로 230, 아크로타워 2층 217호"
경기,352,서현역점,"경기도 성남시 분당구 황새울로342번길 11, 102호(서현동, 금호리빙스텔)"
경기,389,안양아이에스비즈타워점,"경기도 안양시 만안구 덕천로152번길 25, 1층 130호(안양동, 안양아이에스BIZ타워센트럴)"
경기,327,안양무역센터점,"경기도 안양시 동안구 시민대로 161, 1층 107호(비산동, 안양무역센터)"
경기,956,분당지웰푸르지오점,"분당구 수내로 39, 분당지웰푸르지오 1층 120-1호"
경기,979,범계에이스하이테크시티점,"동안구 시민대로109번길 29, 에이스하이테크시티범계 105-1호"
경기,803,수내2호점,"분당구 황새울로258번길 32, 코리아나빌딩 1층 115호"
경기,901,명학아너비즈타워점,"만안구 전파로44번길 57, 아너비즈타워 1층 108호"
경기,769,수내역점,"경기 성남시 분당구 황새울로 224, 청구블루빌 1층 103호"
경기,996,경기광주역동점,"장지1길 28, 대광프라자 1층 103호"
경기,401,성결대점,"경기도 안양시 만안구 성결대학로 54, 1층(안양동)"
경기,364,정자학원가점,"경기도 성남시 분당구 성남대로 381, 1층 106호(정자동, 폴라리스빌딩)"
경기,619,군포한림휴먼타워점,"경기도 군포시 엘에스로 172, 1층 105호(금정동,한림휴먼타워)"
경기,633,금정2차SKV1점,"경기도 안양시 동안구 엘에스로 136, 1층 122호(호계동)"
경기,811,정자역점,"분당구 성남대로331번길 8, 킨스타워 1층 104호"
경기,163,호계데시앙플렉스점,"경기도 안양시 동안구 엘에스로 122, 1층 106호(호계동, 호계 데시앙플렉스)"
경기,851,정자한솔마을점,"분당구 내정로 58, 스포라이프 스포츠센터 1층 119호"
경기,877,안양WE19점,"동안구 엘에스로91번길 19, WE19 1층 102호"
경기,952,금정역점,"금정동 689-28, 1층"
경기,450,군포센트럴비즈파크점,"경기도 군포시 공단로140번길 38, 1층 121호(당정동)"
경기,92,미금천사점,"경기도 성남시 분당구 성남대로 165, 1층 113호(금곡동, 천사의도시1 오피스텔)"
경기,690,군포IT밸리점,"경기 군포시 고산로148번길 17, 군포IT밸리 1층 S-105호"
경기,555,오리역점,"경기도 성남시 분당구 성남대로 52, 1층 105호(구미동, 그랜드프라자)"
경기,802,오리역하나EZ타워점,"분당구 성남대로43번길 10, 하나EZ타워 1층 110호"
경기,48,동천역점,"경기도 용인시 수지구 신수로 767, 에이동 138호(동천동, 분당수지 U-TOWER)"
경기,964,시흥시청점,"새재로17번길 6, 해솔프라자 1층 101호"
경기,409,시흥장곡점,"경기도 시흥시 진말1로 18, 1층 112호(장곡동)"
경기,777,내대지마을점,"경기 용인시 수지구 현암로 153, 건영타운 1층 105호"
경기,550,시흥능곡역점,"경기도 시흥시 능곡번영길 24,1층 105호(능곡동)"
경기,760,의왕더리브비즈원점,"경기 의왕시 오봉산단3로 25, 의왕더리브비즈원 지하 1층 B106호"
경기,566,수지구청점,"경기도 용인시 수지구 수지로296번길 47, 104호(풍덕천동, 수석빌딩)"
경기,915,광교에이스1차점,"영통구 대학4로 17, 에이스광교타워 1층 114호"
경기,104,광교우미뉴브점,"경기도 용인시 수지구 광교중앙로 338, 1층 R-135호(상현동, 광교우미 뉴브)"
경기,1027,안산선부점,"선부광장1로 66, 용현빌딩 1층 106호, 122호"
경기,830,배곧로얄팰리스점,"서울대학로264번길 26-29, 다인로얄팰리스5차 1층 108,109호"
경기,261,광교중앙점,"경기도 수원시 영통구 센트럴타운로 111, 1층 101호(이의동, 광교스타힐스 오피스텔)"
경기,281,광교법조타운점,"경기도 수원시 영통구 광교중앙로248번길 7-2, A동 1층 103호(하동, 원희캐슬 광교)"
경기,1015,경기도청점,"영통구 도청로66번길 6, 힐스테이트광교중앙역퍼스트 1층 143호"
경기,691,안산자유센터점,"경기 안산시 단원구 화랑로 358 , 1층 126호,127호"
경기,795,안산삼성점,"단원구 광덕대로 263, 브레스빌 1층 107호"
경기,430,광교CBD광장점,"경기도 수원시 영통구 도청로18번길 26, 1층 101호(이의동, 힐스테이트광교중앙역)"
경기,857,광교SK뷰레이크점,"영통구 법조로 25, 광교SK뷰레이크 1층 143호"
경기,597,안산현대해상점,"경기도 안산시 단원구 고잔2길 9, 1층 107호(고잔동, 하이베라스)"
경기,294,안산초지점,"경기도 안산시 단원구 원선1로 38, 상가동 111호(초지동, 두산위브아파트)"
경기,394,포레나광교점,"경기도 수원시 영통구 광교호수공원로 300, 155호(하동, 포레나 광교)"
경기,204,안산한대역점,"경기도 안산시 상록구 광덕1로 375, 1층 114호(이동, 강우프라자)"
경기,96,안산고잔점,"경기도 안산시 단원구 광덕3로 167-10, 109호(고잔동, 유니프라자)"
경기,957,안산트리플렉스점,"단원구 풍전로 37-9, 트리플렉스에이단지 301동 1층 138호"
경기,630,기흥ICT밸리B동점,"경기도 용인시 기흥구 기흥로 58, B동 B101호(구갈동, 기흥ICT밸리 SKV1)"
경기,825,용인백현마을점,"동백중앙로 358-12, 유타운 1층 103호 일부"
경기,874,인계동삼성생명점,"팔달구 장다리로 311, 1층 좌측호실"
경기,461,안산타크라3차점,"경기도 안산시 단원구 만해로 205, A동 128호(성곡동, 타원 TAKRA III)"
경기,284,기흥힉스유타워점,"경기도 용인시 기흥구 중부대로 184, A동 146호(영덕동, 힉스유타워)"
경기,824,수원이노플렉스점,"영통구 신원로 304, 이노플렉스 3동 1층 104호 일부"
경기,919,수원콤비프라자점,"팔달구 효원로 288, 1층 106호"
경기,971,수원시청역4번출구점,"권선구 효원로266번길 25 , 1층일부"
경기,183,수원인계점,"경기도 수원시 팔달구 권광로124번길 13, 1층 110호(인계동, 테라스 더 아델라움)"
경기,821,수원SKV1점,"권선구 평동로79번길 45, 수원SKV1 125호"
경기,665,안산그랑시티시그니처타워점,"경기 안산시 상록구 해양3로 15, 그랑시티시그니처타워 1층 107호"
경기,202,수원터미널점,"경기도 수원시 권선구 경수대로 270, 1314호(권선동, 터미널동)"
경기,914,수원테크트리영통점,"영통구 신원로 55, 테크트리영통 1층 125호"
경기,467,영통삼성점,"경기도 수원시 영통구 신원로 126, B동 1층(신동, 브레인하우스)"
경기,462,영통디지털엠파이어2차점,"경기도 수원시 영통구 신원로 88, 101동 1층 119호(신동,디지털엠파이어2)"
경기,335,망포역점,"경기도 수원시 영통구 덕영대로1556번길 16, 1층 106호(영통동, 디지털엠파이어빌딩)"
경기,607,시흥호반써밋더프라임점,"경기도 시흥시 거북섬남로 77, 121동 B108호(정왕동, 호반써밋더프라임)"
경기,203,수원고색점,"경기도 수원시 권선구 산업로 180, 117, 118호(고색동, 디에이치타워)"
경기,231,수원고색중앙점,"경기도 수원시 권선구 산업로156번길 201, 1층 110,111호(고색동)"
경기,230,고색1단지점,"경기도 수원시 권선구 오목천로152번길 68, 1층 122호(고색동, 골든프라자)"
경기,1022,삼성SDI기흥본사점,"기흥구 공세로 150-20, 삼성SDI E3동 1층"
경기,965,삼성전자TheUniverSE점,"기흥구 서천동로 59, 삼성전자 TheUniverSE 지하 1층, 지상 2층"
경기,236,기흥테라점,"경기도 용인시 기흥구 서천로201번길 11, 지하1층 C-L134호(농서동, 기흥 테라타워 지식산업센터)"
경기,943,동탄원희캐슬점,"삼성1로5길 6, 동탄원희캐슬 1층 102호"
경기,654,동탄삼성디오네점,"경기도 화성시 삼성1로 209, 1층 114호(석우동, 동탄 삼성 디오네 오피스텔)"
경기,573,동탄성심병원점,"경기도 화성시 삼성1로 144-13, 1층 102호(석우동)"
경기,951,동탄실리콘앨리점,"동탄영천로 150, 현대실리콘앨리동탄 지하1층 SB동 B130호"
경기,52,동탄비즈타워점,"경기도 화성시 동탄첨단산업1로 63-12, 117-2호(영천동)"
경기,523,동탄샹보르줌타워점,"경기도 화성시 동탄대로 700, 1층 103호(영천동, 샹보르 줌타워)"
경기,814,동탄퍼스트코리아점,"동탄첨단산업1로 58, 퍼스트코리아 1층 124호"
경기,1002,동탄더큐브온에어점,"동탄대로23안길 31, 동탄더큐브온에어 1층 117호"
경기,949,동탄루체스타비즈점,"동탄기흥로 594-7, 동탄루체스타비즈 1층 108호, 109호"
경기,526,동탄w스페이스점,"경기도 화성시 동탄대로23길 101, 1층 110호(영천동, W스페이스)"
경기,215,동탄IX타워점,"경기도 화성시 동탄첨단산업1로 27, 금강펜테리움 IX타워 근린생활시설 1층 M17호(영천동)"
경기,672,동탄우미뉴브점,"경기 화성시 동탄대로23길 121, 141호"
경기,373,동탄펜테리움IT타워점,"경기도 화성시 동탄기흥로 557, 1층 112호(영천동, 금강펜테리움IT타워)"
경기,998,이천마장점,"마장면 중앙로10번길 12, 1층"
경기,628,동탄역에이스큐브점,"경기도 화성시 동탄광역환승로 73, 207동 1층 E164호(오산동, 동탄역 반도유보라 아이비파크 8.0)"
경기,959,동탄역디에트르점,"동탄오산로 29, 동탄역디에트르더플레이스마당 1층 126호"
경기,975,동탄카림점,"동탄대로시범길 134, 카림애비뉴 1층 1055호"
경기,844,세교더퍼스트타워점,"독산성로 425, 더퍼스트타워세교 1층 113호"
경기,1019,동탄프리미엄아울렛점,"동탄기흥로 257번가길 24-3, 1층"
경기,749,동탄목동호반포레점,"경기 화성시 동탄신리천로1길 73, 호반프라자 1층 106호"
경기,725,동탄AP점,"경기 화성시 동탄산단8길 19, 산단프라자 1층 104호"
경기,337,동탄호수공원점,"경기도 화성시 동탄대로5길 21, 1층 E164호(송동, 라크몽)"
경기,1010,이천하이닉스후문점,"부발읍 대산로288번길 96, A동 1층 104호"
경기,905,동탄방교점,"동탄기흥로 31, 1층 111호"
경기,365,평택드림테크점,"경기도 평택시 청북읍 드림산단4로 42-12, 101호"
경기,210,평택고덕점,"경기도 평택시 고덕면 고덕여염12길 76, 104호"
경기,879,안성아양점,"옥산동 598, 해천프라자 1동 1층 105호"
경기,911,안성중앙점,"중앙1길 3, 1층 일부"
경기,562,고양화정점,"경기도 고양시 덕양구 화신로 264,1층 103호(화정동, 브릿지타워)"
인천,524,인천검단아라점,"인천광역시 서구 바리미로 17, 1동 102호(원당동)"
인천,525,인천검단신도시점,"인천광역시 서구 이음5로 24, 제1총 제101호(원당동, 쓰리엠타워)"
인천,95,계양구청점,"인천광역시 계양구 계산새로 71, C동 103호(계산동, 하이베라스빌딩)"
인천,408,서운점,"인천광역시 계양구 서운로 45, 1층 일부호(서운동)"
인천,425,효성동현대4차점,"인천광역시 계양구 새벌로 108, 상가동 103호(효성동, 현대아파트)"
인천,347,인천U1광장점,"인천광역시 부평구 주부토로 236, B동 1층 162호(갈산동, 인천테크노밸리U1 CENTER)"
인천,84,삼산점,"인천광역시 부평구 충선로203번길 24, 1층 120호, 121호(삼산동, 삼산프라자)"
인천,553,부평우림라이온스점,"인천광역시 부평구 부평대로 283, B동 1층 116호 (청천동, 부평우림라이온스밸리)"
인천,928,검단블루텍점,"보듬로 158, 블루텍 1층 공존 141호"
인천,812,부평현대해상점,"부평대로64번길 1, 1층"
인천,615,부평대로점,"인천광역시 부평구 부평대로 16-1, 1층(부평동)"
인천,599,부평점,"인천광역시 부평구 경원대로1403번길 4, 1층(부평동)"
인천,1032,인천성모병원점,"동수로52번길 14, 가톨릭대학교인천성모병원 어린이병원 1층"
인천,758,청라지웰점,"인천 서구 중봉대로612번길 10, 지웰에스테이트 1층 105호"
인천,534,청라에이스점,"인천광역시 서구 파랑로 495, 청라에이스하이테크시티 1동 108호(청라동)"
인천,314,인천만수동점,"인천광역시 남동구 백범로 107, 1층 전부호(만수동)"
인천,685,모래내시장점,"인천 남동구 구월로276번길 40, 106호"
인천,148,주안역점,"인천광역시 미추홀구 주안로 116, B101호(주안동, 주안리가스퀘어)"
인천,679,인천예술회관역점,"인천시 남동구 예술로 192번길 30, 1층 103호 (구월동)"
인천,741,인천도화점,"인천 미추홀구 숙골로87번길 2, 센타프라자 1층 111호"
인천,576,아인여성병원점,"인천광역시 미추홀구 경인로 372, 201동 지2층 B2029호(주안동, 포레나 미추홀)"
인천,610,인하대점,"인천광역시 남구 인하로77번길 6, 1층(용현동)"
인천,381,신포점,"인천광역시 중구 우현로 35-1, 1층 일부 및 2층(신포동)"
인천,988,인천논현역점,"청능대로 583, 중앙프라자 1층 103호"
인천,345,호구포역점,"인천광역시 남동구 논현로46번길 22, 에이동 1층 115호(논현동, 코아루파크)"
인천,961,인천남동테크노타워점,"호구포로 189, 남동테크노타워 1층 111호"
인천,813,롯데마트연수점,"청능대로 87, 1층"
인천,367,영종하늘별빛점,"인천광역시 중구 하늘중앙로 193, 1층 118호(중산동, 조양타워)"
인천,468,인천연안부두점,"인천광역시 중구 연안부두로 45, 에이동 7호(항동7가)"
인천,994,송도씨워크점,"센트럴로 313, 송도씨워크인테라스한라 1층 비150호"
인천,871,송도스테이에디션점,"센트럴로 281, 송도스테이에디션 B동 1층 101호"
인천,440,송도AT센터점,"인천광역시 연수구 송도과학로 70, 153호(송도동, 송도AT센터)"
인천,176,송도IT센터점,"인천광역시 연수구 송도과학로 32, 1층 에이 117-1호(송도동, 송도테크노파크IT센터)"
인천,429,송도센트로드점,"인천광역시 연수구 인천타워대로 323, 상가동 1층 디117호(송도동, 송도 센트로드)"
인천,991,송도스마트스퀘어점,"송도미래로11번길 27, 송도스마트스퀘어 A동 107호"
인천,541,송도인천대점,"인천광역시 연수구 하모니로 271,제1동 제112호(송도동, 송도코스테이주건축물)"
인천,125,송도스마트밸리점,"인천광역시 연수구 송도미래로 30, E동 2층 204-1호(송도동, 송도 BRC 스마트밸리 지식산업센터)"
강원,459,춘천모다아울렛점,"강원도 춘천시 방송길 77, 1층 1120, 1130호(온의동, 춘천 센트럴타워 푸르지오)"
강원,396,원주단계천점,강원도 원주시 돌터1길 10-5 (우산동)
강원,412,심평원사거리점,"강원도 원주시 입춘로 110, 파라다이스프라자 1층 103호(반곡동)"
강원,986,강릉월화거리점,"금성로12번길 6, 1층 101호"
충북,846,더샵청주센트럴점,"흥덕구 복대로 220, 더샵청주센트럴 1층 근린생활시설 4호"
충남,766,천안4공단점,"충남 천안시 서북구 직산읍 4산단7로 34, 1층 103호"
충남,356,천안삼성점,"충청남도 천안시 서북구 3공단5로 58, 1층 104호(성성동)"
충남,316,천안미래에이스점,"충청남도 천안시 서북구 백석공단1로 10, 지원140호(백석동 천안 미래에이스하이테크시티)"
충남,103,천안아산역점,"충청남도 아산시 배방읍 고속철대로 147, 107호(우성메디피아)"
대전,968,대전대덕산단점,"신일동로17번길 5, 신일테크노 1층 102호"
대전,882,대전DCC점,"대전 유성구 엑스포로123번길 27-22, 1층 5호"
대전,708,대전을지한화점,"대전 서구 둔산로51번길 84, 21세기빌딩 1층 103호"
대전,1011,대전법원점,"둔산로123번길 43, PJ빌딩 1층 105호"
대전,804,둔산은하수점,"대전 서구 둔산남로9번길 45, 1층 104호"
대전,755,둔산제일학원점,"대전 서구 둔산서로 29, 1층 일부"
대전,697,대전오류동점,"대전 중구 계룡로816번길 11, 1층"
대전,722,대전대흥점,"대전 중구 중교로 29, 1층"
세종,521,세종대명벨리온점,"세종특별자치시 집현중앙7로 6, 1동 1층 A130호(집현동, 지식산업센터)"
세종,175,세종시청점,"세종특별자치시 한누리대로 2144, 1층 110호(보람동, 스마트허브II)"
전북,822,완주첨단점,"봉동읍 원둔산1길 42, 1층 102호"
전북,358,전주서신점,"전라북도 전주시 완산구 당산로 39, 상가108동 1층 113호(서신동, 새마을금고)"
전북,240,전주아중점,"전라북도 전주시 덕진구 무삼지로 55, 1층 101호(인후동1가)"
전북,426,전주효자점,"전라북도 전주시 완산구 거마평로 191-2, 1층(효자동1가)"
전북,362,전주효천지구점,"전라북도 전주시 완산구 효천중앙로 22, A동 지하1층 A-B112호(효자동2가)"
전북,154,전주평화점,"전라북도 전주시 완산구 모악로 4750, 1층 (약국우측) (평화동1가)"
전북,815,정읍상동점,"중앙로 296, 1층 일부"
전북,220,남원의료원점,"전라북도 남원시 충정로 365, 2층(고죽동, 남원의료원)"
전남,413,화순전남대학병원점,"전라남도 화순군 화순읍 일심동길 3, 1층"
전남,903,순천법원점,"왕지5길 34, 1층 102호"
전남,456,목포하당점,"전라남도 목포시 비파로 96, 1층 113호(상동)"
전남,552,목포신세계병원점,"전라남도 목포시 백년대로 258, 1층(상동)"
전남,632,목포삼학점,"전라남도 목포시 용당로 69, 1층(산정동)"
광주,168,광주수완점,"광주광역시 광산구 장신로 133(수완동, 삼광빌딩)"
광주,873,수완센트럴점,"수완로9번길 1-10, 1층 일부"
광주,288,상무버들점,"광주광역시 서구 상무버들로 20, 1층 101호(유촌동)"
광주,848,광주유스퀘어점,"서구 무진대로 904, 유스퀘어 1층 159호"
광주,567,광주내방점,"광주광역시 서구 월드컵4강로 210번길 16, 1층(내방동)"
광주,449,광주금남로점,"광주광역시 동구 제봉로 171, 1층 2층(궁동)"
광주,582,광주상무중앙점,"광주광역시 서구 상무중앙로 62, 1층(치평동)"
광주,387,광주서석점,"광주광역시 동구 제봉로82번길 13, 1층(서석동)"
광주,862,조선대점,"동구 필문대로287번길 29-23, 1층"
광주,642,광산구청점,"광주광역시 광산구 광산로29번길 18, 1층(송정동)"
광주,745,광주진월점,"전남 광주시 남구 서문대로 700, 광동빌딩 1층 104호"
광주,716,광주봉선점,"전남 광주시 남구 봉선2로 81, 가로수빌딩 101호"
경북,623,문경점촌점,"경상북도 문경시 중앙6길 16, 1층 102호(점촌동)"
경북,112,상주벚꽃점,경상북도 상주시 냉림4길 91(냉림동)
경북,856,구미신평점,"구미대로 399, 신평상가 1층 117호"
경북,605,구미공단점,"경상북도 구미시 1공단로 192, 1층 10,11호(공단동)"
경북,384,경산하양점,"경상북도 경산시 하양읍 서사도리9로 17, 1층 110호(드림스퀘어2)"
경북,98,경산중산점,"경상북도 경산시 경산로 267, 1층(중산동)"
경북,600,경주동국대병원점,"경상북도 경주시 석현로 21, 1층 102호(석장동)"
경남,411,충무공점,"경상남도 진주시 에나로77번길 10, 103호(충무공동)"
경남,531,경남테크노파크점,"경상남도 창원시 의창구 창원대로 18번길 46, 1층(팔용동, 경남창원과학기술진흥원)"
경남,315,창원유니시티점,"경상남도 창원시 의창구 중동중앙로 83, 1층 108호(중동, D7PARK)"
경남,963,마산교방푸르지오점,"마산합포구 성호동 51-9, 1층"
경남,869,마산창동점,"마산합포구 불종거리로 27-1, 1층 101호"
경남,158,상남점,"경상남도 창원시 성산구 중앙대로 104, 1층 114호(상남동, 마이우스빌딩)"
경남,159,상남한마음점,"경상남도 창원시 성산구 마디미로21번길 17, 104호(상남동)"
경남,785,창원웅남동점,"성산구 연덕로15번길 14, 1층 101호 일부"
경남,735,양산북부점,"경남 양산시 중앙우회로 138, 1층"
경남,326,양산역점,"경상남도 양산시 양산역6길 3, 1층 105호(중부동, 센트럴스위트)"
경남,222,양산물금점,"경상남도 양산시 물금읍 물금로 57, 상가2동 115호(양산 이지더원 5차 아파트)"
경남,186,양산증산점,"경상남도 양산시 물금읍 서들로 148, 104호"
경남,328,양산덕계점,"경상남도 양산시 덕계로 20, 1층(덕계동)"
경남,584,김해복음병원점,"경상남도 김해시 활천로 35, 1층(삼정동)"
경남,798,양산사송점,"동면 외송로 30, 사송더샵데시앙2차 7단지 1층 제7-112호"
경남,925,김해율하점,"율하1로 114, 101호"
경남,888,거제장평점,"장평로8길 23, 1층 102호"
경남,572,사천카이점,"경상남도 사천시 사남면 유처길 281, 상가동 1층 105호(사천흥한에르가아파트)"
대구,1034,대구지묘점,"팔공로91길 32, 101호"
대구,397,대구신월성점,"대구광역시 달서구 월성로 100, 501동 1층 111호(월성동, 월성 삼정그린코아 에듀파크)"
대구,252,경대병원역점,"대구광역시 중구 달구벌대로 지하 2190, 지하1층(삼덕동2가, 경대병원역)"
대구,339,대구월배삼정점,"대구광역시 달서구 조암남로32길 40, 402동 1층 115호(대천동, 월배삼정그린코아포레스트)"
대구,539,동대구점,"대구광역시 동구 동부로26길 16, 1층 114호(신천동, 동대구역 부띠끄시티 드라마오피스텔)"
대구,415,대구월성래미안점,"대구광역시 달서구 조암남로 43, 1층(월성동)"
대구,447,대구범어1호점,"대구광역시 수성구 동대구로 397, 1층 103호(범어동, 웰스빌딩)"
대구,201,대구진천역점,"대구광역시 달서구 월배로 71, 1층 108호(진천동, 진전트윈팰리스)"
대구,265,대구수성점,"대구광역시 수성구 들안로 325, 101동 1층 근린생활시설 6호(수성동 2가, 롬바드 아파트)"
대구,372,대구상인점,"대구광역시 달서구 송현로7길 15, 1층 2호 103호(상인동)"
울산,695,울산대학로점,"울산 남구 대학로33번길 16, 1층"
울산,681,울산삼산점,"울산시 남구 남중로 122, 1층(삼산동)"
부산,661,부산강서구청점,"부산 강서구 대저로 265, 1층"
부산,835,부산구포시장점,"구포동 602-26, 1층 102호"
부산,1004,부산동래구청점,"충렬대로237번길 96, 1층"
부산,710,부산연산중앙점,"부산 연제구 거제천로154번길 58, 예서두레라움드림아파트 1층 102호"
부산,444,서면일번가점,"부산광역시 부산진구 신천대로62번길 34, 1층 일부(부전동, 동흥빌딩)"
부산,23,부산BIFC점,부산광역시 남구 문현금융로 40 109호
부산,28,부산센텀점,"부산광역시 해운대구 센텀중앙로 97, A동 씨-104호 일부(재송동)"
부산,594,부산범일점,"부산광역시 동구 자성로133번길 31, 105호(범일동, 신일빌딩)"
부산,574,부산초량점,"부산광역시 동구 중앙대로 236번길 3-6, 1층(초량동)"
부산,763,부산중앙마린점,"부산 중구 충장대로9번길 49, 엘빌딩, 1층 101호"
부산,61,부산경성대점,"부산광역시 남구 수영로 295, 1층 102호(대연동)"
부산,414,부산중앙역점,"부산광역시 중구 충장대로4번길 6, 1층(중앙동4가)"
부산,317,해운대NC점,"부산광역시 해운대구 해운대로 813, 1층 138호(좌동, 지팝건축물)"
제주,361,제주인제점,"제주특별자치도 제주시 고마로 133, 1층(일도이동)"
제주,601,서귀포일호광장점,"제주특별자치도 서귀포시 서문로 5-2, 1층(서귀동)"
